,Beer,Combined_Rating,Review
3382,Summerfest,3.75,
3383,Summerfest,3.5,"Has a beautiful golden color, decent head, and practically no aroma. The taste is lemony and light. It is a fine and refreshing lager, but I'm more likely to grab a slightly cheaper pack of Miller High Life or PBR. Jeremy Piven probably loves this stuff.

Style: Lager | Tap/Can/Bottle: Can | Abv: 5% | Rating: 3.5"
3384,Summerfest,3.58,
3385,Summerfest,3.75,It's definitely better then that pilsner (nooner). It's got a slight fruity taste in the background. It's a little bitter. I thought this would be much more refreshing. I think it's the dry bitterness of it all.
3386,Summerfest,3.5,"Not a bad beer by any means, just kind of boring. IMO another over-hopped lager. For those of you who love this stuff, I will leave it on the shelf for you. Enjoy"
3387,Summerfest,3.92,poured from a 12oz can into a half pint glass. pours straw gold with a slight chill haze to it. a finger of soapy white foam head. lemon and herbal notes on the nose. taste follows. it’s super easy drinking. medium-full mouthfeel bordering on thinner. pretty good.
3388,Summerfest,3.36,
3389,Summerfest,3.94,"Color is clean and transparent and Golden Yellow.
Nose is light lemon and mild yeast
Taste is a nice lemon tinged malty profile with a subtle hop dryness, not too bitter, just right.
Excellent medium body with a smooth and clean finish. Some light carbonation through the taste and a bit of thickness at the end.

Overall a very worthy beer and one that should be brewed year-round. Just a bit different from other Bohemian or Czech style to make it fun!"
3390,Summerfest,3.49,"Clear as a cloudless day. 
Lemon, floral, and biscuit on the nose and tongue
Yum Yum"
3391,Summerfest,3.88,"crystal clear straw yellow, voluminous white head of loose/large-ish bubbles, but the head goes away pretty quickly. No real lacing. Nose and taste are both herbal/grass/ lemon zest with some barely there hop bitterness. Very easy drinking. Nice mouthfeel with moderate to mild fine carbonation and clean finish. Very easy to drink multiples of this on a hot day"
3392,Summerfest,2.88,Not as refreshing as I was expecting. Still drank quite a few though.
3393,Summerfest,2.53,"Poured from 12oz can into my trusty Guinness glass. 

Golden yellow beer color. Nothing unique, but it’s pretty. Kinda like a newscaster is pretty in a generic way. 

Smells floral, lemony, and round. Full. Not quite lemon Pledge but full. Even for my poor smelling. 

Taste: too spicy-hoppy to be refreshing. The can lied to me. Tastes like it’s trying hard to be a proper snobby craft beer instead of a drinkable lager. Or like Sierra Nevada just couldn’t help themselves and made another IPA. 

Feel: a little thick and syrupy. Decent carbonation, but the overly heavy feel kinda goes with the hifalutin beer thing. 

Overall: not for me."
3394,Summerfest,4.1,"April - July 2023 Seasonal Release - 6 pack
12 oz. can dated 060523 (6/05/23) - 5.0% ABV / 28 IBU
Brewed and canned in Chico, CA or Mills River, NC
Poured into a Bell's branded nonic pint glass

Look - Pours a thin and fizzy off-white head that dies down pretty quickly. Crystal clear, golden yellow appearance with tons of streaming bubbles.
Smell - The scent is mostly floral hops and lager yeast. Also picking up some woodiness and slight zesty lemon qualities.
Taste - The taste follows the nose with the floral hops and woodiness dominating the most. The slight bitterness seems to be cancelled by a lemon sweetness in the aftertaste.
Feel - Medium bodied with a semi-crisp mouthfeel and finishes dry.
Overall - Nice hop characteristics for an easy drinking lager."
3395,Summerfest,4.21,
3396,Summerfest,3.53,"Meh, not up to the hype. Not bad, not great."
3397,Summerfest,3.75,
3398,Summerfest,3.71,"Look - clear pale straw, white head that disappeared quickly, no lacing
Smell - floral, bready malt, light menthol
Taste - lemon zest, grassy, bready, fruity, spice 
Feel - light body and carbonation, dry finish
Overall - So intrigued by all the pics posted and solid reviews of this lager that I had to pick one up and see for myself what all the hype was about. Pour was an old school pale straw and the scent brought back memories of the lagers I grew up on. Bready malts, floral and a hint of menthol on the nose. The taste is bready, grassy and fruity but enhanced by the lemon zest and a bit of spice. Good brew that is a refreshing summer lager best enjoyed while listening to Du Hast by Rammstein."
3399,Summerfest,4.29,Good hop profile. Slight lemon and bread taste. Great summer beer.
3400,Dark Lord,4.43,"Ba beer #2300

Brewers Notes: A demonic Russian-Style Imperial Stout brewed with coffee, Mexican vanilla, and Indian sugar, this beer defies description. Available one day a year, in April at the brewery: Dark Lord Day.

Vintage guide: Black wax wrapped label = 2020

Bottle received in bif17 courtesy of @ovaltine

Room temperature bottle poured into a pretentious beer glass. Dark cola brown liquid, little foam , settles to a ring 

Aroma is coffee,molasses, brown sugar, tobacco

Taste is coffee, dark fruits, raisins, tobacco, char , port wine

Sudsy mouthfeel, lighter than I expected , boozy 

Good beer, reminds me more of a barley wine than a RIS"
3401,Dark Lord,4.27,"2009 vintage. Poured from a bomber into a snifter. 

Impenetrable seal brown/bistre liquid with a faint almond event horizon. Vague collar, never quite awakens. Thick sheets of legs.

Molasses, port, cherries, cocoa, and char in the nose. More fruit as the ale warms.

Prunes, cherries, and port are forward on the palate. Vinous quality persists with a background of dark malt, black licorice, and faint chocolate. Blackberries, violets, dulce de leche, ash, clay, and figs. Some oxidation is leading this into Old Ale territory, but no cardboard or other off notes. Low bitterness, medium-sweet, linear finish. 

Oily, slick, carbonation has faded though there is some life left.

After 14 years, this has evolved into something difficult to categorize, and in some ways closer to a fortified dessert wine than a RIS."
3402,Dark Lord,4.18,
3403,Dark Lord,4.36,"A 22 fl. oz. bomber, 2015 vintage, very nicely maroon waxed, poured into a snifter glass.

Appearance: Black in colour with only a thin brown head and sparse spotty lacing.

Aroma: Coffee, dark fruit, plum, prunes, fig, molasses, oak, chocolate, light roast.

Taste: Sweet, dark fruit, charred notes, plum, prunes, fig, cherries, brown sugar, molasses, chocolate, coffee, burnt sugar.

Mouthfeel: Full bodied with soft carbonation.

Overall: A nice warming sipper. Maybe approaching too sweet, but the charred and burnt notes do sort of keep it in line."
3404,Dark Lord,4.11,
3405,Dark Lord,4.4,
3406,Dark Lord,4.36,
3407,Dark Lord,4.25,
3408,Dark Lord,4.32,"2014 Dark Lord. Zero carbonation on the pour. Thick. Nose is roasted malts, black licorice, a touch of soy sauce, some nice dark fruit (cherries, plums), and some toffee. The taste is fantastic. No soy sauce here. Big roasted malts, sweet toffee, chocolate, licorice, maple, oak, tons of dark fruit - blackberries, raisins, plums. Sticky and creamy. Just lovely. Definitely going to sip on this for a long time."
3409,Dark Lord,4.17,
3410,Dark Lord,5.0,
3411,Dark Lord,4.14,"Pours a viscous-looking garnet-hued black with a fat finger of dark khaki head that settles into a lasting crown and leaves no lacing.

Umami, chocolate, red wine and toffee in the nose.

Sweet and vinous tasting up front. Vanilla and fig in there, too. Loads of umami and some bakers cocoa balance that right out. A kiss of warming alcohol in the backend.

Thick and chewy feel. 

Well crafted and smooth. 2019 bottling."
3412,Dark Lord,4.5,
3413,Dark Lord,4.66,
3414,Dark Lord,4.5,
3415,Dark Lord,6.25,
3416,Dark Lord,4.5,
3417,Dark Lord,4.42,"Pours a deep dark brown with moderate cappuccino head that dissipates fairly quickly leaving a thin ring around the edge of the glass. 

Big aromas that burst from the bottle upon opening. Sweet milky coffee, dates, stewed fruits. A little charred food sits in behind. 

Sweet vanilla hits the tongue first. It’s followed by coffee, much milder dates/figs/raisins. The sweetness stays for the duration, but isn’t over the top or unwanted. Again, in the background there is a charred food/ashy quality that I like. Not boozy in the least. 

This is a big bodied beer. Thick without verging too far into syrupy territory. Long finish. 

I really enjoyed this beer I’ve heard about for so long. Very glad to have tried it."
3418,Dark Lord,4.34,"2015 maroon wax. Black with small head. Nose has umami notes, charcoal grill in a good way. Taste more chocolatey and sweet, molasses, booze, fig, cocoa powder. Big body and low carb. 7 years old and amazing."
3419,Dark Lord,3.47,
3420,Focal Banger,4.68,
3421,Focal Banger,5.49,
3422,Focal Banger,4.94,
3423,Focal Banger,4.75,"Heady Topper has a thick, off-white head and a mostly-clear, golden appearance, with lots of suspended sediment, throughout. The aroma is of citrus, hop resins, and white bread. It has a similar flavor, with strong bitterness. Focal Banger has a medium body and a mostly-dry finish. 

RJT"
3424,Focal Banger,4.5,
3425,Focal Banger,4.49,"This is a classic, right up there with Heady, and deserves to share the hype of the other. In every way it's similar but different in slight and satisfying ways. Can't believe it took me till a decade later to get around to this treat."
3426,Focal Banger,4.55,"Enjoying on the front porch, gorgeous, cool August day, the 18th, 2023. (Canned on 8/15/23!)

So excited to find this treasure at our Washington beer store.

Gorgeous straw/light golden color, slightly hazy, with white foam of tiny bubbles, dissipated quickly leaving fine lace on glass edge.

Very fruity aromas of pineapple, papaya, mango, luscious lemon and even malt!

Immediate bitter hits the tongue which gives way to the fruit flavors and ends sharp grapefruit rind.

This hits all the right notes for an excellent NEIPA for me! Leah prefers the sweeter Heady Topper, whereas I'll stick to this one as my favorite!

Edit.... We had bought two cans, and we drank the second one fiber nights after the first one. I had worked hard on a pool electrical job in the sun that day, and WOW!... What an intense beer to drink after a hot day on the sun. By the time we were on the porch, it had cooled off considerably, and it was raining..... Drinking this Focal Banger was pure joy! Pine, hop, depth, in your face hoppy bitterness..... Pure joy!"
3427,Focal Banger,4.68,"L - Hazy, golden with a large thick white head that sticks around leaving behind a good amount of lacing
S - Fresh, bright, piney, resinous, bitter hops, floral notes, fresh grass, grapefruit and other citrus notes, and malt 
T - Follows the nose: fresh, bright, piney, resinous, bitter hops up front and throughout, intermixed well with grapefruit and other citrus notes with a nice malt backbone. Slightly dank
F - medium, leaning on full bodied with moderate carbonation. Smooth.
O - another world class IPA from alchemist - a softer version of Heady"
3428,Focal Banger,4.5,"Picked up a four-pack from the Stowe brewery 7-29-23 for $13. Canned 7-25-23; consumed the first two for review 7-30-23.

Beer poured a hazy golden with a nice white head that has sustained hang time.

Nose is very nice, fresh citrus abounds from the glass long after pouring.

Taste is spot on. The light pale malt base displays the grapefruit forward hops and it tastes like the pink grapefruit fresh off my tree at my old PHX house in the spring. Finishes with a superb rind and pine bitterness; 7/10 on my scale.

Mouthfeel is light bodied with each sip very refreshing.

Overall, yep, the hype is correct on this one. This is a world class ipa!"
3429,Focal Banger,4.34,"Canned on 7/18/23 - Just 15 days ago!

Drank most from can as directed, but did pour 4 oz amount in rocks glass for appearance 

Appearance – The beer pours a lightly hazed lime-yellow color with a small head of white foam. The head has a good level of retention, fading slowly over time and leaving tons of streaky lace on the sides of the glass.

Smell – The aroma is strong of a grapefruit and herbal hop smell mixed with notes of cracker malt and a touch of bread and toast. Other hop aromas of pine and earth, are there as well, with all the aromas having a fresh “raw” like smell. Hints of caramel and a sizeable grass like smell are there as well, giving a rather green smell overall.

Taste – The taste begins with a crisp cracker malt body paired with a lot of the “raw” hop that was present in the nose. An herbal hop is the biggest, but is accompanied by a decent showing of grapefruit as well. Other light earthy flavors mix in as time goes on all while a little bit of caramel and orange that were present upfront fade. The grass that was in the nose also joins the scene, all with a bit of an increase in the hop. Toward the end, the fresh hop taste steps it up even more, giving a quite heave hop pellet like taste to linger on the tongue.

Mouthfeel – The body of the brew is medium in thickness and creaminess with a moderate carbonation. For the mix of big fresh hop with crisp body, the middle of the road mouthfeel balances the two attributes rather well.

Overall – A rather fresh, raw hop pellet tasting IPA. I like it, but in some ways a bit unbalanced with bitterness at the end. Certainly, a great brew, although I am not sure it deserves as much hype as it gets."
3430,Focal Banger,5.0,
3431,Focal Banger,4.35,"Hell of a good tasting beer. I get some bitter citrus and a snappy hop bitter finish. Would not call it hazy by any standard based on taste. I’m drinking from the can as per instructions so can’t say anything about the look.

Tasty beer but at a tough price point for my blood. Now and again if i see it…"
3432,Focal Banger,4.65,
3433,Focal Banger,4.79,
3434,Focal Banger,3.22,
3435,Focal Banger,4.49,
3436,Focal Banger,4.64,"Pours a hazy yellow color.

Aroma: orange and papaya, a little bit of pineapple. 

Taste: follows the nose. Some malty sweetness balanced with citrus pith.

Overall: This is a wonderfully balanced beer. Nice fruity flavors, with just the right amount of bitterness. An outstanding hazy."
3437,Focal Banger,5.6,
3438,Focal Banger,4.86,Amazing like i was told. They say leave it the can but i poured it into my can glass lol..
3439,Focal Banger,6.31,
3440,Pilsner Urquell,3.12,
3441,Pilsner Urquell,3.74,"From a 16.9oz can, pours a light amber/gold with a fluffy white head, and looks perfect for the style (which I guess it should, being the OG). Smell is of lager malt and saaz hops. Taste was lacking at first but finished with a nice bitterness. Taking time to chew the beer brought out more flavors of citrus, pepper and grass. Quite nice, but less than I was expecting from its reputation."
3442,Pilsner Urquell,4.0,
3443,Pilsner Urquell,2.0,
3444,Pilsner Urquell,4.47,
3445,Pilsner Urquell,3.5,"This is not what I remembered from drinking this in my youth. I guess not many things are! It is OK, but I like other ""modern"" pilsners better than this. Oh well..."
3446,Pilsner Urquell,4.02,
3447,Pilsner Urquell,4.0,"An enjoyable Family Matters themed beer.

Style: Czech Pilsner | Tap/Can/Bottle: Bottle | Abv: 4.4% | Rating: 4"
3448,Pilsner Urquell,3.79,
3449,Pilsner Urquell,4.04,"Crushable and smooth, yet excellently full-flavored. Delightful. Na zdraví!"
3450,Pilsner Urquell,3.69,"A good Pilsner (the original for that matter); it yields only 4.4% abv but it doesn’t seem like it once you’ve downed a couple. The smell is pleasant and the color is a nice solid gold. This beer is very easy drinking yet boasts a complex array of flavors that come to you over time. From hoppy bread tastes to a sour, dry finish."
3451,Pilsner Urquell,4.83,"The ORIGINAL Pilsner:

Just because you're the first, doesn't mean you're the best. 

The above statement doesn't apply to this beer and
there's not a bad thing I can say about this beer. One wouldn't be out of line in saying Pilsner Urquell is #1. 

A crisp and refreshing yet sippable and full flavored Pilsner."
3452,Pilsner Urquell,4.33,"Poured from a Pint can into a frosty cold mug. Not too malty, not overly crisp, good amount of hops with a slight bitterness in the finish. Goldilocks would be a fan. It's just right."
3453,Pilsner Urquell,3.84,"Not as much pilsner malt in the aroma or taste, which is what I like in a pilsner, but overall it's a very good beer"
3454,Pilsner Urquell,4.04,
3455,Pilsner Urquell,5.0,"Just came back from a trip to Europe where I visited Czechia and Germany. I had the opportunity to taste/drink/guzzle Pilsner Urquell filtered and unfiltered at Plzen. I have to say it tastes nothing like the cans or bottles sold in the US. This beer has no equal in taste, mouth feel, and character. It made me change the way I see lagers. This beer is rich, with nuanced flavor that changes from the sweet moment the solid white foam touches your lips, through the hop bitterness that hits you at the back of your tongue, to the floral accents felt in your nose when exhaling. It felt like a snack when just drinking it at a bar, and like another dish when having it with a meal. I also had German lagers on the same trip, and while these are fantastic, Pilsner Urquell is in my opinion the Queen of all beer."
3456,Pilsner Urquell,5.0,die besten
3457,Pilsner Urquell,4.31,Excellent beer.
3458,Pilsner Urquell,4.5,"It's only fault is it's low ABV. Are bottles here as good as on tap in Czech? ...nope, but again tap reigns (if they keep their tubes clean). Still trying to find an American pilsner that has that same loving bite and taste. Looking up the steps they use to produce it, not sure if doubling the hops (homebrewing) will make things come close. I'm going to give it a try though as it is an unparalleled ale."
3459,Pilsner Urquell,3.5,
3460,Hunahpu's Imperial Stout,3.85,
3461,Hunahpu's Imperial Stout,4.49,
3462,Hunahpu's Imperial Stout,4.13,"From a 500ml bottle, dated 03/11/23. Served in a spiegelau tulip glass.

Pours a thin-appearing oak-brown with no obvious highlights. A generous finger of lush, coffee colored foam doesn’t last but maybe 20 seconds leaving a narrow collar and a rousable spatter of oily, super-slippery lacing.

Nose is… fruity? A sweet, candy-like coffee aroma and, totally unexpectedly, raspberry - which must be an olfactory hallucination, or at least how my brain is interpreting the combination of vanilla, cinnamon and chiles.

Taste is sweet but not heavily so, with a berry-like coffee bean flavour and that fruity mélange of cinnamon-vanilla-chile pepper that my brain persists in translating as ‘raspberry’ bringing a brightness and lightness which keeps the beer from tasting syrupy. A slick Cadbury-like milk chocolatey character becomes more evident as the beer warms accompanied by some heat from the chiles. There’s a very faint soy sauce quality in the aftertaste which doesn’t detract much.

Feel is oily-smooth and creamy-slick, medium bodied but a little light relative to the style with gentle, prickly carbonation. Chile heat builds up on the palate somewhat and amplifies the otherwise mild carbonation, lightening the mouthfeel further.

Overall, pretty good but maybe a little bit of a mixed bag. I won’t call the flavours ‘muddled,’ but it is a very ‘busy’ flavour profile which, weirdly, for my palate, comes across very fruity and raspberry-like."
3463,Hunahpu's Imperial Stout,3.88,"2022 pint can, chilled, left to warm. Flat black on the pour, thick, sticky, tiny bit of struggled foam that vanished fast.
Smells like cinnamon, vanilla, cacao nibs, and chilli peppers being muddled together.
Tastes the same. Just too much going on. Cloyingly sweet and thick, slightly gritty, too much cinnamon, and who needs hot peppers in their stout?
Overall, I’ve attended 5 Hunahpu’s Day celebrations at the CCB Spruce Street brewery over the years and have bought a bottle or can each time and come away thinking the same thing: nice novelty.,. but way too busy and quite over rated."
3464,Hunahpu's Imperial Stout,4.33,"2020 vintage received courtesy of @roguer. 

Appearance is typical for the style, which means it's a nice looking dark, dark brown with a half inch of tan colored head. Nice legs. Aroma is wonderfully rich and decadent, but not in an artificial way. Plenty of sweet molasses, chocolate, a hint of vanilla, and some faint figs / raisins. That description doesn't do this any real justice, so in summary, this beer smells great. 

Taste is interesting. Nowhere near as sweet on the nose, with some naturally bitter cacao notes, cinnamon and pepper combining brilliantly with the base beer. The spiciness is Goldilocks.....just right. A bit less and they wouldn't be notable. A bit more and they would overpower. There's a really nice sweetness deep into the finish that helps add to the complexity of this beer. Fully bodies and smooth, leaving a really nice coating on the tongue with a pleasant alcohol warming. 

Overall this is excellent."
3465,Hunahpu's Imperial Stout,4.5,
3466,Hunahpu's Imperial Stout,4.48,
3467,Hunahpu's Imperial Stout,4.46,
3468,Hunahpu's Imperial Stout,4.5,
3469,Hunahpu's Imperial Stout,4.49,
3470,Hunahpu's Imperial Stout,3.68,
3471,Hunahpu's Imperial Stout,4.04,
3472,Hunahpu's Imperial Stout,4.31,"2018 vintage

We’re nearing the end of the BIF beers I got from @Eziel back in February, and this one is a heavy hitter. This has been a big want for me for a while, so it’s awesome to finally be able to try it. Let’s see what this famoud spicy Stout is really all about

Pours nearly pitch black with 2 fingers of reddish brown head that fades to a ring and leaves minimal lacing

This is highly complex in the nose, not too peppery and balanced in its sweetness. I’m picking up on aromas of cacao nibs, vanilla bean, chili pepper, spicy whiskey, burnt coffee, sweet toffee, brown sugar, and light charred oak

This is a bit restrained in taste, perhaps due to the age but I still really enjoy it. On the front end of the sip I’m tasting dark chocolate, roasty coffee, chipotle pepper, vanilla bean, spicy whiskey, toasted oak, cinnamon, and toffee. The swallow brings notes of milk chocolate, chipotle pepper, vanilla bean, caramel, toasted oak, earthy whiskey, and burnt coffee

A full body pairs with gentle carbonation, resulting in a smooth and earthy beer. Finishes mostly dry with a lingering heat

While I enjoyed this, I’d hardly put it on legendary status. Again, maybe it’s the age so I’d love to try it fresh, but even still"
3473,Hunahpu's Imperial Stout,4.5,
3474,Hunahpu's Imperial Stout,4.15,
3475,Hunahpu's Imperial Stout,3.98,
3476,Hunahpu's Imperial Stout,4.48,
3477,Hunahpu's Imperial Stout,4.42,"2020 ""Amalie Arena"" edition...large capped bottle.

Pours very dark with no light shining through, next to no cap or lacing.

Dark chocolate and fudge brownies on the sniff.

Super smooth, nice complexity exhibited by the notes of more chocolate/brownies/cinnamon/dark malts.

Delicious creation, no doubt aided by a few years in the bottle....get some of this fine nectar, if ya have the opportunity."
3478,Hunahpu's Imperial Stout,4.56,
3479,Hunahpu's Imperial Stout,4.34,
3480,Samuel Adams Rebel IPA,3.33,"This is a tame IPA, but I like it well enough. I'd be happy to drink it a party at which I didn't pay for it. :) Haha! That's not a bash, it's just a very inoffensive and NOT rebellious form of the style that has a more pronounced malt profile and a balanced and tame hope bite.

Sure, if you are not an IPA drinker you may notice what might be perceived as a strong hop presence, giving it the typical citrus and pine notes. It does pour a golden color with a frothy head, creating an inviting appearance so there's also that...put it in a glass and church it up baby!! 

The standout features of this beer is its balance. Despite the high hop content, it manages to maintain a smooth and drinkable flavor that I think makes it very middling in the true sense of the word, but not necessarily in a bad way. 

The bitterness is well-matched with a malty sweetness, creating a harmonious flavor profile. This beer is perfect for those who enjoy a strong and hoppy IPA without overpowering the senses

A brewery that made it's name NOT making hoppy beers has made one that I think is aligned with their overall portfolio. I can appreciate this as their IPA, not THE prototypical American or WC IPA, this is a Sam Adams IPA and it's good!"
3481,Samuel Adams Rebel IPA,4.0,
3482,Samuel Adams Rebel IPA,3.49,
3483,Samuel Adams Rebel IPA,3.5,
3484,Samuel Adams Rebel IPA,4.13,
3485,Samuel Adams Rebel IPA,3.45,
3486,Samuel Adams Rebel IPA,4.15,
3487,Samuel Adams Rebel IPA,3.24,
3488,Samuel Adams Rebel IPA,3.82,"This beer is way more balanced than your typical IPA. The first note was more malt than hops, which was interesting. Bread and toasted malt. Then the hops. Floral, slightly earthy, a bitnof pine. Balance is the big word here. Super drinkable. A go-to beer for sure."
3489,Samuel Adams Rebel IPA,4.18,
3490,Samuel Adams Rebel IPA,4.0,A lighter IPA that I think works well as a tasty refresher.
3491,Samuel Adams Rebel IPA,3.75,
3492,Samuel Adams Rebel IPA,3.63,"Poured a couple of brown 12 oz. bottles into a singular clear glass liter mug for observation. It's a light bright copper color, with emphasis on light. Rather translucent more than colorful, maybe the head and lacing will compensate. No, there's little of either there. The lacing outperforms, but not by much. It's not aromatic, neither. OK, now for the taste, the big category. Unfortunately, nothing to rave about here. It's pretty good; well balanced between a noticeable malt backbone, which is more earthy than sweet (good) and a hoppy finish. The body is a little thin and the hops aren't bitter enough, but they're there. If ever there was an IPA intended to be mass produced to offend the least number of drinkers, this is it. Not at all rebellious, it conforms to the basic norms of a mainstream beer with a hint of a style above the standard American lager. Likely the best choice at national chain restaurants."
3493,Samuel Adams Rebel IPA,3.87,"12/11/14:
Appearance: clear, bright golden hue, long-lasting, bone white head, looking good.

Aroma: Fresh and lively hop aromatics, screaming with citrus and tropical fruits, bristling with pine and grass. Green as it gets.

Taste: Brisk hop bite at the front, soft and mellow from there on out. Light bodied, but with a long, bitter hop finish. Exquisite drinkability, but for hop-heads only. Bitter hop resins lay long on the palate, providing more than sufficient refreshment for those of us who crave the alpha acids.

A very nice rendition of this popular style, but it's not just not landing on the top tier, I'm afraid. A few steps short.

Wait. I just noticed something. The box reads: ""Enjoy before Dec. 2014."" No specific date given. This was purchased in early December 2014. I always see a lot of these cases at the store I bought it at, I'm guessing it's not that popular, for whatever reason. Maybe if I'd bought it earlier, it would taste fresher, and I'd see higher up on that tier…maybe...

What's the paper on the bottle say? ""Rebel IPA is brewed with 5 varieties of West Coast hops: Cascade, Simcoe, Centennial, Chinook & Amarillo, It's everything we love about West Coast-style IPAs, Big citrus & grapefruit flavors with subtle pine notes for a flavorful, refreshing brew."""
3494,Samuel Adams Rebel IPA,3.9,
3495,Samuel Adams Rebel IPA,3.46,
3496,Samuel Adams Rebel IPA,3.5,
3497,Samuel Adams Rebel IPA,3.0,
3498,Samuel Adams Rebel IPA,5.0,
3499,Samuel Adams Rebel IPA,3.83,"Pours golden yellow with A 3/4 inch white head. Moderate lacing.

Aroma is grassy, piney, fruity, cedar.

Tastes of pine, grapefruit, earth, resinous.

Medium bodied, light carbonation. Semi-dry finish.

Lower carbonation than I expect from an IPA. Bottled 12/19. May be past its prime. still a good beer."
3500,Festina Pêche,3.9,Why doesn’t DFH sell this in bottles/cans? One of their better offerings.
3501,Festina Pêche,4.21,
3502,Festina Pêche,3.46,
3503,Festina Pêche,3.83,"It is pretty cool to see tiny peach chunks floating around. The smell is not as good as it could be. It's a subtle peach smell slightly overpowered by the sour. The taste of this beer is excellent though. If you love peach with a sour afternoon, this is the beer for you. This beer is so refreshing on a hot day and so crushable. The low abv and flavor make this an excellent light choice for the summer."
3504,Festina Pêche,3.92,
3505,Festina Pêche,3.63,
3506,Festina Pêche,3.99,
3507,Festina Pêche,3.54,"This beer pours a cloudy apricot color with a moderate white head. There is a strong, pleasant smell of pineapple. The taste is bitter and tangy. The most notable flavor is lemon, but its overpowered by an artificial sweetener."
3508,Festina Pêche,3.92,
3509,Festina Pêche,3.81,"Poured from a 12 oz bottle into a Dogfish Head tulip

L: Clear light golden pour with 2 fingers of fizzy white head. Falls fast... minimal lacing.

S: Tart and fruity. Peach and light citrus.

T.F: Peach/apricot up front. Fruit... lemon citrus and crackery grains. Modest tartness... not really sour. Light bodied and well carbonated. Lingering peach preserves at the finish.

O: A nice tart peach forward Weisse. Easy drinking... and with the low ABV super drinkable."
3510,Festina Pêche,3.65,"12 ounce can poured into a willi becher.

Nice peach aroma. Peach flavor is good to but more subtle. Light and refreshing, not too tart, a touch watery."
3511,Festina Pêche,3.0,
3512,Festina Pêche,1.98,
3513,Festina Pêche,4.15,
3514,Festina Pêche,3.87,"Pours orange with a 1 inch white head. Moderate lacing. Hazy.

Aroma is dank. Peaches, tangerine. Not much else.

Taste is sour. Wheat, tart peach, tart apple. Mouth puckering.

Light bodied, light carbonation. Dry, tart finish.

A nice tart beer. Thirst quenching."
3515,Festina Pêche,3.75,
3516,Festina Pêche,3.81,
3517,Festina Pêche,3.5,
3518,Festina Pêche,3.66,"12oz can from the variety pack, about 2 months old

Unfiltered, no foam at first, but a big head that sticks around after an aggressive pour; looks like apple cider otherwise. Not too sweet, not too sour... tart. Light. Not much to speak of, grain and sour peaches. Smells like a corona with too much lime.

The ""Neo-Berliner Weiss"" tag is bizarre - I'll call it ""Sour Light"""
3519,Festina Pêche,5.0,
3520,Hop Nosh IPA,5.1,
3521,Hop Nosh IPA,4.5,
3522,Hop Nosh IPA,3.92,
3523,Hop Nosh IPA,4.0,"12 oz cold can poured into a pint glass. Orange-ish with a fine white foam. Laces well.
Aroma of citrus and a little dankness.
Taste matches with a welcome sweetness and a clean finish. 
Medium body, medium carbonation. 
Overall, a right fine every day West Coast IPA."
3524,Hop Nosh IPA,3.85,
3525,Hop Nosh IPA,4.63,
3526,Hop Nosh IPA,4.06,
3527,Hop Nosh IPA,4.05,Poured from a 12 oz bottle into a pint glass; no known birth date. Pours darkish yellow with good foamy head. Good mix of bitter hops with plenty of malt backing. Semi-dank. Good.
3528,Hop Nosh IPA,4.52,
3529,Hop Nosh IPA,3.99,"Uinta hop Nosh IPA (bottle)
A: pours an amber body with small white head with nice retention and lacing
S: slight flower, citrus rind smell; pretty nice
T: nice citrusy earthy taste with subtle sweet toffee notes
M: medium bodied and smooth
D: nice feel and taste combo; very good beer overall"
3530,Hop Nosh IPA,4.03,"Based on my fairly unkind perception of Hop Nosh's expression back in 2015, I find it absolutely necessary to delete my old review and reevaluate now, as that opinion just does not apply anymore, largely in terms of my own palate, preferences and overall experiential evolution.

Lightly foggy orange-amber--just about as hazy as Hazy Nosh, ironically enough--with a moderately short off-white head leaving substantial but fluid lacing that falls back down to the surface in slo-mo.

A solid West Coast IPA with plenty of citrus and pine working in concert, it's quite a bit more bitter and dank than their hazy, obviously, but without all that limey juiciness, instead exhibiting some catty hints in the exhale. However, it's quite clean up front, and stunningly reminds me of the sort of prickly resins often found in Fat Head's stellar IPA program, although paired with a lesser hint of dampening graham.

The moderate body has a gently expanding carbonation and finishes just dry."
3531,Hop Nosh IPA,2.53,
3532,Hop Nosh IPA,8.129999999999999,
3533,Hop Nosh IPA,3.75,
3534,Hop Nosh IPA,3.0,
3535,Hop Nosh IPA,4.25,Great go-to west coast ipa
3536,Hop Nosh IPA,3.99,
3537,Hop Nosh IPA,4.15,"Poured from a 12 oz can into a Sixpoint can glass

the beer pours a murky light copper color with a ton of floaties. Kind of surprised after reading so many reviews describing the color as a clear copper color... about three fingers worth of rocky white head with substantial lacing.

Lots of citrus fruits in the aroma, as well as some pineapple, mango, and papaya. Mildly bready and earthy malts balance out the hopiness. 

Like the aroma the flavor is orange, papaya, mango, with a nice bready, toasty malt character. Great balance. Medium bodied and slick on the tounge. A bit heavier than most IPA's, definitely a well balanced beer more in line with the east coast IPA style, but with the big citrusy hop punch of a west coast IPA

Overall, a very good beer that I would would be happy to see on tap or on the shelf."
3538,Hop Nosh IPA,4.13,
3539,Hop Nosh IPA,3.91,"12 oz can pours a clear copper color with a average off white head of large bubbles, leaves some lacing in my glass. Fresh grapefruit and pine aromas, hoppy citrus and pine flavors. Medium bodied with a soft and creamy mouthfeel, finishes dry."
